Time	Open	High	Low	Close	Volume
2020-07-29 06:00:00	10903.4	11026.8	10893.9	11023.6	2	1138
2020-07-29 07:00:00	11023.8	11026.1	10957.9	10975.2	2	1122
2020-07-29 08:00:00	10975.3	11080.3	10969.5	11078.2	2	1101
2020-07-29 09:00:00	11078.2	11089.6	10914.8	10977.6	2	1133
2020-07-29 10:00:00	10977.3	11001.4	10934.3	11000.8	2	1130
2020-07-29 11:00:00	11000.2	11054.7	10970.1	11046.6	2	1135
2020-07-29 12:00:00	11043.7	11086	11022.7	11061.1	2	1135
2020-07-29 13:00:00	11060.8	11081.3	11015.5	11043.1	2	1099
2020-07-29 14:00:00	11043	11240	10983.2	11054.1	2	1147
2020-07-29 15:00:00	11054.1	11142.1	11051.1	11117.1	2	1119
2020-07-29 16:00:00	11117.2	11219	11113.7	11217.8	2	1106
2020-07-29 17:00:00	11217.5	11237.2	11099.4	11124.8	2	1093
2020-07-29 18:00:00	11124.8	11224.8	11114.9	11164.3	2	1084
2020-07-29 19:00:00	11164.2	11178	11125.7	11154.6	2	1124
2020-07-29 20:00:00	11154.8	11202.5	11138.9	11162.4	2	1087
2020-07-29 21:00:00	11162.6	11293.9	11156.9	11242.1	2	1153
2020-07-29 22:00:00	11242.1	11265.1	11189.2	11203	2	1077
2020-07-29 23:00:00	11203	11203	11002.3	11053.6	2	1137
2020-07-30 00:00:00	11053.7	11067.5	10942.7	11066.6	2	1127
2020-07-30 01:00:00	11066.2	11070	10998.2	10999.7	2	1124
2020-07-30 02:00:00	10999.7	11043.6	10914.3	10927.2	2	1137
2020-07-30 03:00:00	10927.3	10998.4	10909.8	10940.8	2	1132
2020-07-30 04:00:00	10940.7	10996.3	10929.8	10975.9	2	1127
2020-07-30 05:00:00	10976.5	10980.7	10916.4	10945.5	2	1133
2020-07-30 06:00:00	10945.2	10973.7	10879.6	10949.1	2	1114
2020-07-30 07:00:00	10949.1	10953.3	10849.8	10886.3	2	1133
2020-07-30 08:00:00	10886.3	10957.8	10886.3	10957.8	2	1115
2020-07-30 09:00:00	10957.8	10957.8	10902.3	10930.5	2	1113
2020-07-30 10:00:00	10929.2	10930.5	10861.4	10886.1	2	1147
2020-07-30 11:00:00	10886.1	10893.2	10847	10873.6	2	1141
2020-07-30 12:00:00	10873.6	10931.8	10873.6	10885.8	2	1130
2020-07-30 13:00:00	10885.8	10982.1	10796.6	10966.4	2	1110
2020-07-30 14:00:00	10966.3	10966.3	10902.7	10913.3	2	1134
2020-07-30 15:00:00	10913.3	10962.9	10912.9	10960.8	2	1110
2020-07-30 16:00:00	10959.1	10980.5	10926.2	10968.4	2	1121
2020-07-30 17:00:00	10969.1	10999.8	10949.4	10993.7	2	1124
2020-07-30 18:00:00	10993.5	11044.8	10990.9	11044.2	2	1143
2020-07-30 19:00:00	11044.2	11092.7	11040.2	11078.6	2	1131
2020-07-30 20:00:00	11078.5	11126.1	11074.6	11091.8	2	1143
2020-07-30 21:00:00	11098.2	11123.2	11029.5	11039.7	2	1153
2020-07-30 22:00:00	11039.7	11123.9	11039.6	11123	2	1128
2020-07-30 23:00:00	11123.5	11128.2	11053.1	11057.4	2	1141
2020-07-31 00:00:00	11057.3	11088.8	10989.3	10999.3	2	1137
2020-07-31 01:00:00	10999.3	11012.6	10921.7	10970.9	2	1142
2020-07-31 02:00:00	10971.2	10977.3	10944.9	10947.8	2	1120
2020-07-31 03:00:00	10947.8	10981.2	10928.4	10931	2	1144
2020-07-31 04:00:00	10931	11013.4	10931	11008.2	2	1131
2020-07-31 05:00:00	11008.1	11010	10989	10990.1	2	1139
2020-07-31 06:00:00	10990.1	11105.8	10990.1	11095.9	2	1142
2020-07-31 07:00:00	11096.2	11104.3	11056.8	11090.2	2	1133
2020-07-31 08:00:00	11090.2	11144	11053.9	11081.4	2	1138
2020-07-31 09:00:00	11081.4	11101.5	11061.3	11065.3	2	1143
2020-07-31 10:00:00	11065.3	11135.4	11060.3	11125.1	2	1143
2020-07-31 11:00:00	11125.2	11175.3	11093.5	11169	2	1127
2020-07-31 12:00:00	11169.2	11184.3	11127.6	11184.3	2	1122
2020-07-31 13:00:00	11184.3	11189.2	11071.2	11103.5	2	1126
2020-07-31 14:00:00	11103.5	11209.8	11094.5	11209.8	2	1139
2020-07-31 15:00:00	11209.8	11323.2	11187.3	11304.2	2	1065
2020-07-31 16:00:00	11304.2	11398.3	11185.9	11304.6	2	1087
2020-07-31 17:00:00	11304.4	11310.8	11229.8	11236	2	1113
2020-07-31 18:00:00	11236	11254.2	11179.7	11193.9	2	1120
2020-07-31 19:00:00	11194.5	11274.4	11190.3	11270.7	2	1099
2020-08-02 11:00:00	11196.4	11211.6	11196.4	11204.6	1	1150
2020-08-02 21:00:00	11034.1	11090.2	10946.5	11073.9	2	1151
2020-08-02 22:00:00	11073.6	11129	11053.7	11060.7	2	1115
2020-08-02 23:00:00	11060.8	11082.8	10983.6	11009	2	1111
2020-08-03 00:00:00	11009.3	11084.1	10907.8	11072.6	2	1122
2020-08-03 01:00:00	11072.7	11114.2	11053.2	11055.4	2	1127
2020-08-03 02:00:00	11056.1	11148.3	11056.1	11124.3	2	1096
2020-08-03 03:00:00	11124.4	11136.1	11063.4	11075.2	2	1111
2020-08-03 04:00:00	11075.9	11127.9	11075.7	11117.1	2	1127
2020-08-03 05:00:00	11117.1	11140.5	11076.7	11140.5	2	1140
2020-08-03 06:00:00	11140.6	11183.6	11121.8	11133.9	2	1146
2020-08-03 07:00:00	11133.9	11177	11131.6	11143.9	2	1141
2020-08-03 08:00:00	11143.3	11184.7	11123.9	11139.7	2	1139
2020-08-03 09:00:00	11139.7	11158.3	11071.1	11075.1	2	1137
2020-08-03 10:00:00	11075.1	11145	11070.3	11144.8	2	1138
2020-08-03 11:00:00	11143.7	11186.1	11125.2	11177.7	2	1136
2020-08-03 12:00:00	11176.7	11186.7	11142.3	11165	2	1138
2020-08-03 13:00:00	11164.9	11250.7	11164.9	11232.4	2	1143
2020-08-03 14:00:00	11231.9	11288.8	11216.5	11250.2	2	1113
2020-08-03 15:00:00	11250.2	11339.6	11242.4	11331	2	1056
2020-08-03 16:00:00	11331.3	11423.6	11283.9	11296.3	2	1063
2020-08-03 17:00:00	11296.3	11385.3	11289.4	11375.6	2	1089
2020-08-03 18:00:00	11374.7	11381.9	11331.2	11369.4	2	1081
2020-08-03 19:00:00	11369.4	11372.6	11311.1	11361.1	2	1021
2020-08-03 20:00:00	11363.3	11371.1	11312.8	11315.3	2	1010
2020-08-03 21:00:00	11334.9	11364.5	11119.7	11147.7	2	1153
2020-08-03 22:00:00	11145.9	11245.5	11134.2	11165.2	2	1020
2020-08-03 23:00:00	11164.8	11199.2	11102.7	11178.6	2	1098
2020-08-04 00:00:00	11178.3	11361.5	11175.9	11310.1	2	1124
2020-08-04 01:00:00	11310.1	11321.9	11272.4	11276.7	2	1127
2020-08-04 02:00:00	11276.7	11307.5	11216.8	11226.6	2	1107
2020-08-04 03:00:00	11226.6	11257.6	11172	11207.7	2	1133
2020-08-04 04:00:00	11207.7	11260.8	11184.4	11258.8	2	1114
2020-08-04 05:00:00	11258.8	11268.9	11203.4	11226.5	2	1117
2020-08-04 06:00:00	11226.5	11226.5	11161.8	11197	2	1121
2020-08-04 07:00:00	11196.9	11257.1	11186.9	11235.7	2	1140
2020-08-04 08:00:00	11235.1	11265.9	11188.4	11193.6	2	1124
2020-08-04 09:00:00	11193.6	11214.6	11180.3	11200.8	2	1087
2020-08-04 10:00:00	11201	11245.4	11160.3	11165.2	2	1098
2020-08-04 11:00:00	11165.2	11221.2	11013	11067.4	2	1098
2020-08-04 12:00:00	11067.4	11113.5	11046.1	11099.6	2	1108
2020-08-04 13:00:00	11100.3	11104.7	10986.2	11078.9	2	1105
2020-08-04 14:00:00	11079.6	11157.8	11075.8	11157.8	2	1106
2020-08-04 15:00:00	11157.8	11178.7	11127.4	11158.9	2	1073
2020-08-04 16:00:00	11158.9	11178.8	11085.4	11112.2	2	1086
2020-08-04 17:00:00	11111.9	11208	11103.4	11201.6	2	1111
2020-08-04 18:00:00	11201.6	11216	11150	11164.2	2	1068
2020-08-04 19:00:00	11164.2	11193.2	11161.8	11176.5	2	1115
2020-08-04 20:00:00	11177.3	11216.6	11151.5	11155.1	2	1060
2020-08-04 21:00:00	11158.7	11194.6	11122.3	11181.8	2	1153
2020-08-04 22:00:00	11181.3	11200.8	11150.6	11179.8	2	1107
2020-08-04 23:00:00	11179.8	11186.2	11118	11137.3	2	1112
2020-08-05 00:00:00	11137.3	11163.3	11093.1	11118.5	2	1114
2020-08-05 01:00:00	11119.2	11130.8	11045.2	11130.8	2	1111
2020-08-05 02:00:00	11130.9	11141.5	11094.9	11138.7	2	1103
2020-08-05 03:00:00	11138.7	11190	11133.6	11190	2	1108
2020-08-05 04:00:00	11189.3	11206.2	11175.9	11193.2	2	1088
2020-08-05 05:00:00	11194.2	11237	11176.6	11236.5	2	1112
2020-08-05 06:00:00	11236.6	11269.8	11224.1	11224.1	2	1110
2020-08-05 07:00:00	11224.1	11259	11219.8	11221.7	2	1113
2020-08-05 08:00:00	11221.7	11266.8	11221.7	11244	2	1128
2020-08-05 09:00:00	11244	11346.2	11243.8	11344.5	2	1124
2020-08-05 10:00:00	11343.8	11388.3	11320	11349.5	2	1085
2020-08-05 11:00:00	11349.5	11407.9	11342.9	11393	2	1074
2020-08-05 12:00:00	11393	11539.5	11345.1	11521.7	2	1064
2020-08-05 13:00:00	11522.4	11575.1	11500.1	11569.6	2	1095
2020-08-05 14:00:00	11571.3	11596.9	11483.5	11575.9	2	1083
2020-08-05 15:00:00	11575.6	11649.3	11555.9	11622.3	2	1084
2020-08-05 16:00:00	11622.3	11669.4	11572.6	11587.2	2	1047
2020-08-05 17:00:00	11592	11637.3	11589.7	11630.8	2	1073
2020-08-05 18:00:00	11630.8	11639.5	11595.3	11614.5	2	1090
2020-08-05 19:00:00	11614.6	11645.8	11594.5	11606.5	2	1058
2020-08-05 20:00:00	11605.9	11640	11598.7	11627.5	2	1042
2020-08-05 21:00:00	11641.2	11739.5	11634.9	11726.2	2	1153
2020-08-05 22:00:00	11726.2	11728.2	11497.9	11575.4	2	1123
2020-08-05 23:00:00	11575.9	11703.4	11575.9	11697.3	2	1132
2020-08-06 00:00:00	11697.3	11755.6	11617.3	11675.3	2	1097
2020-08-06 01:00:00	11676.8	11677.3	11588	11623.3	2	1125
2020-08-06 02:00:00	11623.5	11643.8	11564.5	11640.9	2	1142
2020-08-06 03:00:00	11640.9	11641.7	11581	11605.6	2	1113
2020-08-06 04:00:00	11605.6	11605.6	11523	11563.3	2	1125
2020-08-06 05:00:00	11563.1	11589.2	11535.3	11582.4	2	1129
2020-08-06 06:00:00	11582.4	11633.4	11579.4	11628.7	2	1138
2020-08-06 07:00:00	11628.7	11628.7	11587.6	11587.6	2	1136
2020-08-06 08:00:00	11587.5	11672.4	11584.2	11663.5	2	1127
2020-08-06 09:00:00	11663.5	11706.8	11650.5	11692.6	2	1119
2020-08-06 10:00:00	11692.6	11696.6	11624	11626.9	2	1112
2020-08-06 11:00:00	11626.9	11680.9	11611.9	11646.6	2	1121
2020-08-06 12:00:00	11646.6	11729.2	11646.3	11717.4	2	1117
2020-08-06 13:00:00	11717.6	11826.2	11692.3	11817.5	2	1139
2020-08-06 14:00:00	11817.5	11827.7	11709.1	11754	2	1114
2020-08-06 15:00:00	11754.3	11805.3	11751.3	11795.9	2	1125
2020-08-06 16:00:00	11795.9	11829.8	11759.3	11784.8	2	1125
2020-08-06 17:00:00	11784.8	11821.7	11742.3	11816	2	1119
2020-08-06 18:00:00	11816	11820.8	11759.4	11801.6	2	1121
2020-08-06 19:00:00	11801.9	11857	11796.5	11819.4	2	1131
2020-08-06 20:00:00	11819.4	11836	11759.3	11793.9	2	1116
2020-08-06 21:00:00	11806.1	11829.9	11601.5	11692.5	2	1153
2020-08-06 22:00:00	11692.5	11743.5	11669.2	11735.1	2	1119
2020-08-06 23:00:00	11734.9	11736	11664.7	11715.4	2	1104
2020-08-07 00:00:00	11715.5	11769.4	11697.4	11739	2	1123
2020-08-07 01:00:00	11739	11809.7	11738.7	11776.9	2	1124
2020-08-07 02:00:00	11776.9	11859.7	11773.7	11808.7	2	1121
2020-08-07 03:00:00	11807.4	11841.8	11778.8	11778.9	2	1104
2020-08-07 04:00:00	11778.7	11790.2	11722.5	11765.8	2	1113
2020-08-07 05:00:00	11765.8	11768.9	11678.7	11733.8	2	1125
2020-08-07 06:00:00	11733.8	11770.9	11719.8	11761	2	1120
2020-08-07 07:00:00	11761	11761	11719.5	11733.9	2	1118
2020-08-07 08:00:00	11733.9	11786.1	11690.1	11778.9	2	1134
2020-08-07 09:00:00	11778.9	11794.9	11743.5	11762.7	2	1134
2020-08-07 10:00:00	11762	11772	11714	11742.3	2	1119
2020-08-07 11:00:00	11743.1	11744.9	11649.6	11705.1	2	1125
2020-08-07 12:00:00	11705.1	11718.9	11638	11701.4	2	1128
2020-08-07 13:00:00	11700.5	11719.6	11659.6	11686.1	2	1126
2020-08-07 14:00:00	11686.2	11686.4	11496.7	11579.8	2	1109
2020-08-07 15:00:00	11580.2	11614.2	11572.6	11588.5	2	1104
2020-08-07 16:00:00	11593	11615.3	11544.4	11547.1	2	1117
2020-08-07 17:00:00	11546.8	11574.6	11397.2	11491.8	2	1140
2020-08-07 18:00:00	11491.8	11492.4	11293.7	11435.9	2	1113
2020-08-07 19:00:00	11435.4	11471.7	11416.9	11452.2	2	1123
2020-08-09 21:00:00	11618.2	11630	11574.5	11592.9	2	1150
2020-08-09 22:00:00	11594.1	11640.6	11594.1	11634.4	2	1124
2020-08-09 23:00:00	11634.4	11644	11602	11628.5	2	1121
2020-08-10 00:00:00	11628.5	11713.4	11628.5	11690.7	2	1125
2020-08-10 01:00:00	11690.7	11810.2	11690.7	11804.3	2	1143
2020-08-10 02:00:00	11804.4	12025.5	11804.3	11953.5	2	1129
2020-08-10 03:00:00	11953.6	12019.1	11931.5	11973.3	2	1097
2020-08-10 04:00:00	11974	12021	11928.1	11940.8	2	1092
2020-08-10 05:00:00	11940.9	11959.5	11893.4	11927.7	2	1119
2020-08-10 06:00:00	11927.7	11955.9	11905.1	11947.5	2	1125
2020-08-10 07:00:00	11945.4	11965.9	11913.6	11930.9	2	1102
2020-08-10 08:00:00	11930.9	11964.9	11920	11932.8	2	1122
2020-08-10 09:00:00	11932.8	11944.7	11912	11925.2	2	1140
2020-08-10 10:00:00	11925.2	11952.7	11462.5	11637.1	2	1139
2020-08-10 11:00:00	11637.9	11697.8	11637.6	11684.7	2	1131
2020-08-10 12:00:00	11684.7	11878.6	11662	11829.7	2	1117
2020-08-10 13:00:00	11829.6	11888.8	11814.6	11884.7	2	1140
2020-08-10 14:00:00	11884.7	11921.5	11845.2	11854.4	2	1136
2020-08-10 15:00:00	11854.4	11892.6	11786	11878.3	2	1129
2020-08-10 16:00:00	11878.8	11905.5	11791.3	11830.4	2	1111
2020-08-10 17:00:00	11830.4	11848	11788.5	11840.3	2	1137
2020-08-10 18:00:00	11840.3	11859.4	11821.9	11832.1	2	1126
2020-08-10 19:00:00	11832.1	11844.6	11776.4	11818.7	2	1130
2020-08-10 20:00:00	11818.5	11833.1	11740.6	11803.1	2	1131
2020-08-10 21:00:00	11801.6	11807.4	11748.6	11787.7	2	1153
2020-08-10 22:00:00	11787.7	11791.3	11718.8	11769.3	2	1119
2020-08-10 23:00:00	11769.3	11841.4	11756.6	11839.7	2	1140
2020-08-11 00:00:00	11840.1	11858.6	11808.1	11824.1	2	1143
2020-08-11 01:00:00	11824.4	11885	11806.2	11877.9	2	1147
2020-08-11 02:00:00	11878	11880.4	11807.6	11808.5	2	1144
2020-08-11 03:00:00	11807.5	11825.5	11767.3	11780.6	2	1125
2020-08-11 04:00:00	11780.6	11808.1	11755.4	11776.2	2	1136
2020-08-11 05:00:00	11776.2	11805	11758.9	11804.1	2	1144
2020-08-11 06:00:00	11804.2	11804.3	11677	11699.3	2	1147
2020-08-11 07:00:00	11699.8	11732.7	11659.7	11700.7	2	1139
2020-08-11 08:00:00	11700.7	11716.5	11654.2	11658.9	2	1141
2020-08-11 09:00:00	11658.9	11711	11644.4	11649.4	2	1131
2020-08-11 10:00:00	11649.8	11698.2	11601.5	11685	2	1131
2020-08-11 11:00:00	11685	11705.7	11667.3	11693.9	2	1133
2020-08-11 12:00:00	11694.2	11694.2	11591.7	11614.2	2	1132
2020-08-11 13:00:00	11614.5	11621.1	11516.4	11601.8	2	1146
2020-08-11 14:00:00	11601.8	11604	11485.1	11518.4	2	1121
2020-08-11 15:00:00	11519.7	11523.8	11332.1	11434.9	2	1136
2020-08-11 16:00:00	11435	11437.2	11243.6	11376.9	2	1136
2020-08-11 17:00:00	11376.5	11492.2	11319.7	11436.1	2	1130
2020-08-11 18:00:00	11436.1	11436.1	11357.7	11391.8	2	1137
2020-08-11 19:00:00	11391	11425.1	11335	11335	2	1138
2020-08-11 20:00:00	11335	11335	11079.6	11154.2	2	1132
2020-08-11 21:00:00	11138.1	11302.8	11071.7	11240.1	2	1153
2020-08-11 22:00:00	11240.1	11303.8	11214.4	11293.2	2	1140
2020-08-11 23:00:00	11292.5	11361.5	11279.5	11331.2	2	1141
2020-08-12 00:00:00	11331.2	11351.9	11255.8	11274.4	2	1147
2020-08-12 01:00:00	11274.4	11331	11272.5	11286.7	2	1110
2020-08-12 02:00:00	11286.7	11291.6	11165.9	11188.3	2	1122
2020-08-12 03:00:00	11188.3	11322.8	11184.6	11322.8	2	1125
2020-08-12 04:00:00	11322.7	11340.9	11249.1	11255.9	2	1096
2020-08-12 05:00:00	11253.7	11287.2	11204	11204	2	1141
2020-08-12 06:00:00	11204	11300.6	11110.7	11275	2	1138
2020-08-12 07:00:00	11275	11420.2	11262.3	11392.7	2	1138
2020-08-12 08:00:00	11392.7	11433.5	11370.6	11377.1	2	1120
2020-08-12 09:00:00	11377.1	11449.8	11377.1	11424.5	2	1076
2020-08-12 10:00:00	11424.3	11480	11408.8	11460.3	2	1135
2020-08-12 11:00:00	11460.3	11473.2	11384	11408.8	2	1138
2020-08-12 12:00:00	11408.8	11459.7	11380.3	11458.6	2	1143
2020-08-12 13:00:00	11459	11520.6	11428.7	11514.9	2	1140
2020-08-12 14:00:00	11514.9	11541.4	11487.9	11538.3	2	1125
2020-08-12 15:00:00	11538.3	11567.6	11494.9	11526	2	1122
2020-08-12 16:00:00	11526	11559.3	11493.7	11498.1	2	1113
2020-08-12 17:00:00	11497.7	11499.1	11431.4	11486.8	2	1122
2020-08-12 18:00:00	11487	11502.7	11444.9	11471.9	2	1119
2020-08-12 19:00:00	11472.4	11546.2	11472.3	11524.1	2	1130
2020-08-12 20:00:00	11524.1	11542.8	11492	11508.4	2	1139
2020-08-12 21:00:00	11506.9	11510.8	11433.3	11450.3	2	1153
2020-08-12 22:00:00	11449.1	11531.2	11446.9	11494.8	2	1143
2020-08-12 23:00:00	11494.7	11532.7	11490.3	11515	2	1141
2020-08-13 00:00:00	11515	11605.9	11499.4	11581.1	2	1139
2020-08-13 01:00:00	11581.3	11590.4	11549.5	11553.9	2	1136
2020-08-13 02:00:00	11553.9	11577.1	11485.7	11517.1	2	1129
2020-08-13 03:00:00	11517.1	11533	11484.8	11522.1	2	1125
2020-08-13 04:00:00	11522.1	11536.1	11493.1	11500.5	2	1125
2020-08-13 05:00:00	11500.5	11500.5	11465.8	11481	2	1131
2020-08-13 06:00:00	11481	11513.3	11455.6	11502.9	2	1147
2020-08-13 07:00:00	11503	11511.7	11450.2	11469.5	2	1141
2020-08-13 08:00:00	11469.3	11469.3	11326.4	11367	2	1135
2020-08-13 09:00:00	11367	11372.4	11222.6	11346.6	2	1133
2020-08-13 10:00:00	11346.9	11424.3	11307.5	11421.8	2	1145
2020-08-13 11:00:00	11421.8	11567.2	11393.5	11500.3	2	1136
2020-08-13 12:00:00	11500.3	11534.4	11341.1	11412.2	2	1127
2020-08-13 13:00:00	11412.2	11476.3	11372.2	11453.8	2	1143
2020-08-13 14:00:00	11453.8	11496.8	11423.1	11478.8	2	1143
2020-08-13 15:00:00	11478.8	11482.6	11412.5	11448.3	2	1133
2020-08-13 16:00:00	11448.6	11478.6	11398	11478.6	2	1134
2020-08-13 17:00:00	11478.6	11481	11443.9	11473.4	2	1132
2020-08-13 18:00:00	11473.4	11485.6	11430.9	11441.2	2	1140
2020-08-13 19:00:00	11441.2	11483.8	11437.2	11462.5	2	1143
2020-08-13 20:00:00	11462.5	11586.9	11462.5	11553.1	2	1142
2020-08-13 21:00:00	11591.4	11680.7	11569.3	11642.1	2	1153
2020-08-13 22:00:00	11641.8	11742.6	11641.4	11685.1	2	1133
2020-08-13 23:00:00	11685	11736.1	11685	11736.1	2	1131
2020-08-14 00:00:00	11736.1	11789	11688.6	11717.4	2	1116
2020-08-14 01:00:00	11717.3	11760.2	11680.5	11753	2	1142
2020-08-14 02:00:00	11753	11765.7	11687.8	11690.9	2	1145
2020-08-14 03:00:00	11690.8	11708.6	11629.9	11688	2	1130
2020-08-14 04:00:00	11688.4	11720.5	11666.7	11688	2	1144
2020-08-14 05:00:00	11688	11705.4	11652.9	11685.9	2	1135
2020-08-14 06:00:00	11685.7	11686.2	11640.7	11640.7	2	1119
2020-08-14 07:00:00	11640.6	11666.8	11605.4	11662.2	2	1148
2020-08-14 08:00:00	11662.1	11699.9	11629.6	11640.8	2	1138
2020-08-14 09:00:00	11640.8	11661.6	11624.6	11656.3	2	1142
2020-08-14 10:00:00	11656.3	11717.8	11654.4	11685.9	2	1140
2020-08-14 11:00:00	11685.9	11729.8	11659.8	11720.1	2	1122
2020-08-14 12:00:00	11720.1	11720.3	11677.1	11694	2	1118
2020-08-14 13:00:00	11692.7	11694.3	11628.8	11666.2	2	1129
2020-08-14 14:00:00	11666.2	11666.2	11599	11658.8	2	1140
2020-08-14 15:00:00	11656.9	11700	11608	11695.7	2	1139
2020-08-14 16:00:00	11695.6	11805.1	11668.1	11769.9	2	1133
2020-08-14 17:00:00	11770	11796.6	11738.9	11752.2	2	1137
2020-08-14 18:00:00	11751.7	11786.8	11740.3	11778.7	2	1124
2020-08-14 19:00:00	11778.8	11779	11734.2	11759.8	2	1145
2020-08-16 21:00:00	11792.9	11837.1	11788.5	11806.8	2	1151
2020-08-16 22:00:00	11805.6	11855.5	11781.1	11853	2	1143
2020-08-16 23:00:00	11853	11863.7	11818.6	11859.9	2	1139
2020-08-17 00:00:00	11860.1	11880.3	11759	11792.9	2	1142
2020-08-17 01:00:00	11792.6	11797.3	11738.9	11790.8	2	1136
2020-08-17 02:00:00	11790.8	11812.1	11719.4	11805.1	2	1136
2020-08-17 03:00:00	11805.1	11814.7	11788.5	11792.2	2	1144
2020-08-17 04:00:00	11792.3	11803.6	11754.7	11757.5	2	1136
2020-08-17 05:00:00	11757.3	11780.2	11740.9	11745.4	2	1139
2020-08-17 06:00:00	11744.9	11787.4	11731.5	11750.6	2	1130
2020-08-17 07:00:00	11750.8	11787.4	11744.2	11761.5	2	1131
2020-08-17 08:00:00	11761.6	11837.1	11761.4	11821.7	2	1123
2020-08-17 09:00:00	11821.8	11835.8	11799.3	11801.9	2	1139
2020-08-17 10:00:00	11801.9	11845.1	11801.6	11810.7	2	1148
2020-08-17 11:00:00	11809.2	11866.4	11807.7	11860.7	2	1133
2020-08-17 12:00:00	11860.7	11865.1	11818.7	11836.3	2	1139
2020-08-17 13:00:00	11836.3	12144.8	11768.4	12066.5	2	1133
2020-08-17 14:00:00	12066.6	12144.4	12050.4	12119.5	2	1125
2020-08-17 15:00:00	12119.5	12407.7	12089.2	12371.7	2	1136
2020-08-17 16:00:00	12371.6	12419.8	12287.8	12335.9	2	1091
2020-08-17 17:00:00	12335.9	12370.8	12305.3	12333.1	2	1086
2020-08-17 18:00:00	12333.7	12357.3	12245.4	12273.6	2	1114
2020-08-17 19:00:00	12273.6	12301.1	12239.4	12284.9	2	1134
2020-08-17 20:00:00	12284.5	12316.3	12248.6	12270.7	2	1137
2020-08-17 21:00:00	12268.5	12300.7	12245.4	12278	2	1153
2020-08-17 22:00:00	12278	12342.6	12278	12331.1	2	1148
2020-08-17 23:00:00	12331.1	12358.9	12178.7	12244.1	2	1116
2020-08-18 00:00:00	12243.6	12303.6	12242.4	12293.8	2	1138
2020-08-18 01:00:00	12294.5	12340.1	12269.7	12280.8	2	1126
2020-08-18 02:00:00	12280.3	12305.1	12255	12305	2	1144
2020-08-18 03:00:00	12304.9	12313.5	12228.6	12255.2	2	1132
2020-08-18 04:00:00	12255.2	12264.5	12183.6	12195.3	2	1139
2020-08-18 05:00:00	12195.3	12223.2	12160.1	12176	2	1142
2020-08-18 06:00:00	12175.4	12209.5	12146.7	12206.5	2	1126
2020-08-18 07:00:00	12206.6	12213.5	12172.1	12206.5	2	1122
2020-08-18 08:00:00	12206.8	12225.8	12198.5	12199.9	2	1139
2020-08-18 09:00:00	12200.5	12203	12164.6	12166	2	1120
2020-08-18 10:00:00	12165.9	12234.7	12137.3	12228.1	2	1133
2020-08-18 11:00:00	12228.1	12228.6	12127.4	12127.4	2	1110
2020-08-18 12:00:00	12128.2	12199.1	12126.3	12197.7	2	1086
2020-08-18 13:00:00	12199.2	12210.9	12002.4	12112.2	2	1131
2020-08-18 14:00:00	12112	12138.3	11780.4	11890.2	2	1127
2020-08-18 15:00:00	11890.2	11978.2	11852.7	11887.9	2	1136
2020-08-18 16:00:00	11887.9	11959.8	11804.2	11939.7	2	1102
2020-08-18 17:00:00	11939.7	11987	11919.1	11930.9	2	1136
2020-08-18 18:00:00	11931	11960.9	11898.6	11931	2	1139
2020-08-18 19:00:00	11931	11974.8	11927.3	11932.5	2	1146
2020-08-18 20:00:00	11932.7	11987.8	11932.5	11973.6	2	1137
2020-08-18 21:00:00	11969.1	12037.3	11968.5	12016.7	2	1153
2020-08-18 22:00:00	12014.7	12034.2	11984.3	11998.1	2	1132
2020-08-18 23:00:00	11998.1	11999.3	11898.8	11900.2	2	1137
2020-08-19 00:00:00	11899.7	11942.9	11873.5	11932.5	2	1136
2020-08-19 01:00:00	11932.5	11964.9	11907.4	11918.7	2	1142
2020-08-19 02:00:00	11918.8	11920.3	11844.5	11865	2	1132
2020-08-19 03:00:00	11865	11885.8	11779.1	11783.9	2	1140
2020-08-19 04:00:00	11783.9	11818.5	11613.6	11707.5	2	1127
2020-08-19 05:00:00	11707.6	11738	11642.3	11664.5	2	1135
2020-08-19 06:00:00	11664.5	11693.2	11565.1	11674.7	2	1115
2020-08-19 07:00:00	11675.1	11771	11669.5	11769	2	1135
2020-08-19 08:00:00	11769.1	11783.9	11717.3	11733.9	2	1125
2020-08-19 09:00:00	11733.9	11790.6	11733.9	11740.5	2	1136
2020-08-19 10:00:00	11740.4	11747.4	11686.7	11746.9	2	1132
2020-08-19 11:00:00	11746.9	11810.6	11735.8	11792.7	2	1138
2020-08-19 12:00:00	11792.7	11809.6	11750.2	11808.8	2	1130
2020-08-19 13:00:00	11808.6	11865.7	11771.7	11814.7	2	1135
2020-08-19 14:00:00	11815.2	11830.5	11687	11700.8	2	1138
2020-08-19 15:00:00	11700.3	11717	11650.1	11679.7	2	1140
2020-08-19 16:00:00	11679.5	11734.6	11609.4	11697.3	2	1114
2020-08-19 17:00:00	11697.4	11724.7	11664.8	11724.7	2	1134
2020-08-19 18:00:00	11725.2	11726.3	11605	11678	2	1142
2020-08-19 19:00:00	11678.1	11693.8	11594.1	11602.2	2	1134
2020-08-19 20:00:00	11602	11662.9	11539.4	11659	2	1123
2020-08-19 21:00:00	11660.7	11708.8	11648.8	11657.1	2	1153
2020-08-19 22:00:00	11653.7	11722.2	11646	11692.7	2	1129
2020-08-19 23:00:00	11692.5	11703.2	11653.2	11700.6	2	1138
